make,model,year,engine_hp,engine_cylinders,transmission_type,vehicle_style,highway_mpg,city_mpg,price,above_average
Mercedes-Benz,C36 AMG,1995,268.0,6.0,AUTOMATIC,Sedan,20,16,3555,0
Mercedes-Benz,C36 AMG,1996,276.0,6.0,AUTOMATIC,Sedan,20,16,3996,0
Mercedes-Benz,C36 AMG,1997,276.0,6.0,AUTOMATIC,Sedan,22,16,4330,0
Mercedes-Benz,C43 AMG,1998,302.0,8.0,AUTOMATIC,Sedan,21,16,4472,0
Mercedes-Benz,C43 AMG,1999,302.0,8.0,AUTOMATIC,Sedan,21,16,4661,0
Mercedes-Benz,C43 AMG,2000,302.0,8.0,AUTOMATIC,Sedan,21,16,5739,0
Volvo,C70,2011,227.0,5.0,AUTOMATIC,Convertible,28,19,39950,0
Volvo,C70,2012,227.0,5.0,AUTOMATIC,Convertible,28,18,40450,0
Volvo,C70,2013,227.0,5.0,AUTOMATIC,Convertible,28,19,41200,1
Spyker,C8,2009,400.0,8.0,MANUAL,Coupe,18,13,209990,1
Spyker,C8,2009,400.0,8.0,MANUAL,Convertible,18,13,219990,1
Spyker,C8,2009,400.0,8.0,MANUAL,Coupe,18,13,209990,1
Audi,Cabriolet,1996,172.0,6.0,AUTOMATIC,Convertible,22,17,2631,0
Audi,Cabriolet,1997,172.0,6.0,AUTOMATIC,Convertible,22,17,2837,0
Audi,Cabriolet,1998,172.0,6.0,AUTOMATIC,Convertible,22,17,3137,0
Volkswagen,Cabriolet,1991,94.0,4.0,MANUAL,Convertible,29,22,2000,0
Volkswagen,Cabriolet,1992,94.0,4.0,MANUAL,Convertible,29,22,2000,0
Volkswagen,Cabriolet,1992,94.0,4.0,MANUAL,Convertible,29,22,2000,0
Volkswagen,Cabriolet,1992,94.0,4.0,MANUAL,Convertible,29,22,2000,0
Volkswagen,Cabriolet,1993,94.0,4.0,MANUAL,Convertible,27,21,2000,0
Volkswagen,Cabriolet,1993,94.0,4.0,MANUAL,Convertible,27,21,2000,0
Volkswagen,Cabrio,2000,115.0,4.0,MANUAL,Convertible,28,21,2473,0
Volkswagen,Cabrio,2000,115.0,4.0,MANUAL,Convertible,28,21,2568,0
Volkswagen,Cabrio,2001,115.0,4.0,MANUAL,Convertible,28,21,19600,0
Volkswagen,Cabrio,2001,115.0,4.0,AUTOMATIC,Convertible,26,20,23175,0
Volkswagen,Cabrio,2001,115.0,4.0,MANUAL,Convertible,28,21,22300,0
Volkswagen,Cabrio,2001,115.0,4.0,AUTOMATIC,Convertible,26,20,20475,0
Volkswagen,Cabrio,2001,115.0,4.0,AUTOMATIC,Convertible,26,20,21475,0
Volkswagen,Cabrio,2001,115.0,4.0,MANUAL,Convertible,28,21,20600,0
Volkswagen,Cabrio,2002,115.0,4.0,AUTOMATIC,Convertible,27,20,21475,0
Volkswagen,Cabrio,2002,115.0,4.0,AUTOMATIC,Convertible,27,20,23175,0
Volkswagen,Cabrio,2002,115.0,4.0,MANUAL,Convertible,28,21,22300,0
Volkswagen,Cabrio,2002,115.0,4.0,MANUAL,Convertible,28,21,20600,0
Volkswagen,Cabrio,2002,115.0,4.0,MANUAL,Convertible,28,21,19600,0
Volkswagen,Cabrio,2002,115.0,4.0,AUTOMATIC,Convertible,27,20,20475,0
Kia,Cadenza,2015,293.0,6.0,AUTOMATIC,Sedan,28,19,34900,0
Kia,Cadenza,2015,293.0,6.0,AUTOMATIC,Sedan,28,19,43800,1
Kia,Cadenza,2016,293.0,6.0,AUTOMATIC,Sedan,28,19,44090,1
Kia,Cadenza,2016,293.0,6.0,AUTOMATIC,Sedan,28,19,35990,0
Kia,Cadenza,2016,293.0,6.0,AUTOMATIC,Sedan,28,19,32990,0
Kia,Cadenza,2017,290.0,6.0,AUTOMATIC,Sedan,28,20,38990,0
Kia,Cadenza,2017,290.0,6.0,AUTOMATIC,Sedan,28,20,31990,0
Kia,Cadenza,2017,290.0,6.0,AUTOMATIC,Sedan,28,20,44390,1
Dodge,Caliber,2010,158.0,4.0,MANUAL,Wagon,31,23,18740,0
Dodge,Caliber,2010,172.0,4.0,MANUAL,Wagon,29,23,20555,0
Dodge,Caliber,2010,158.0,4.0,MANUAL,Wagon,31,23,16880,0
Dodge,Caliber,2010,158.0,4.0,AUTOMATIC,Wagon,27,23,19995,0
Dodge,Caliber,2010,158.0,4.0,AUTOMATIC,Wagon,27,23,18060,0
Dodge,Caliber,2010,158.0,4.0,MANUAL,Wagon,31,23,16975,0
Dodge,Caliber,2010,158.0,4.0,MANUAL,Wagon,31,23,17995,0
Dodge,Caliber,2010,172.0,4.0,MANUAL,Wagon,29,23,19995,0
Dodge,Caliber,2011,158.0,4.0,AUTOMATIC,Wagon,27,23,18620,0
Dodge,Caliber,2011,158.0,4.0,AUTOMATIC,Wagon,27,23,20585,0
Dodge,Caliber,2011,158.0,4.0,MANUAL,Wagon,32,24,17380,0
Dodge,Caliber,2011,172.0,4.0,MANUAL,Wagon,29,23,20585,0
Dodge,Caliber,2011,158.0,4.0,MANUAL,Wagon,32,24,18585,0
Dodge,Caliber,2012,158.0,4.0,MANUAL,Wagon,32,24,18730,0
Dodge,Caliber,2012,158.0,4.0,MANUAL,Wagon,32,24,17380,0
Dodge,Caliber,2012,158.0,4.0,AUTOMATIC,Wagon,27,23,18765,0
Ferrari,California T,2015,553.0,8.0,AUTOMATED_MANUAL,Convertible,23,16,198973,1
Ferrari,California,2012,453.0,8.0,AUTOMATED_MANUAL,Convertible,19,13,195840,1
Ferrari,California,2013,483.0,8.0,AUTOMATED_MANUAL,Convertible,19,13,198190,1
Ferrari,California,2014,483.0,8.0,AUTOMATED_MANUAL,Convertible,19,13,198190,1
Chevrolet,Camaro,2015,323.0,6.0,MANUAL,Coupe,28,17,29205,0
Chevrolet,Camaro,2015,323.0,6.0,MANUAL,Convertible,28,17,31205,0
Chevrolet,Camaro,2015,580.0,8.0,MANUAL,Coupe,19,14,55505,1
Chevrolet,Camaro,2015,426.0,8.0,MANUAL,Convertible,24,16,42405,1
Chevrolet,Camaro,2015,426.0,8.0,MANUAL,Convertible,24,16,39505,0
Chevrolet,Camaro,2015,426.0,8.0,MANUAL,Coupe,24,16,33505,0
Chevrolet,Camaro,2015,426.0,8.0,MANUAL,Coupe,24,16,37305,0
Chevrolet,Camaro,2015,323.0,6.0,MANUAL,Coupe,28,17,26005,0
Chevrolet,Camaro,2015,323.0,6.0,MANUAL,Convertible,28,17,35105,0
Chevrolet,Camaro,2015,505.0,8.0,MANUAL,Coupe,19,13,72305,1
Chevrolet,Camaro,2015,323.0,6.0,MANUAL,Coupe,28,17,23705,0
Chevrolet,Camaro,2015,323.0,6.0,AUTOMATIC,Coupe,30,19,25145,0
Chevrolet,Camaro,2015,580.0,8.0,MANUAL,Convertible,19,14,60705,1
Chevrolet,Camaro,2016,455.0,8.0,MANUAL,Convertible,25,16,48300,1
Chevrolet,Camaro,2016,275.0,4.0,MANUAL,Convertible,30,21,36800,0
Chevrolet,Camaro,2016,455.0,8.0,MANUAL,Coupe,25,16,41300,1
Chevrolet,Camaro,2016,275.0,4.0,MANUAL,Convertible,30,21,32700,0
Chevrolet,Camaro,2016,275.0,4.0,MANUAL,Coupe,30,21,25700,0
Chevrolet,Camaro,2016,275.0,4.0,MANUAL,Coupe,30,21,29800,0
Chevrolet,Camaro,2016,455.0,8.0,MANUAL,Convertible,25,16,43300,1
Chevrolet,Camaro,2016,455.0,8.0,MANUAL,Coupe,25,16,36300,0
Chevrolet,Camaro,2017,455.0,8.0,MANUAL,Convertible,25,16,42905,1
Chevrolet,Camaro,2017,455.0,8.0,MANUAL,Convertible,25,16,47905,1
Chevrolet,Camaro,2017,275.0,4.0,MANUAL,Convertible,30,20,35605,0
Chevrolet,Camaro,2017,275.0,4.0,AUTOMATIC,Convertible,31,22,32600,0
Chevrolet,Camaro,2017,455.0,8.0,MANUAL,Coupe,25,16,41905,1
Chevrolet,Camaro,2017,455.0,8.0,MANUAL,Coupe,25,16,36905,0
Chevrolet,Camaro,2017,275.0,4.0,MANUAL,Coupe,30,20,30405,0
Chevrolet,Camaro,2017,275.0,4.0,AUTOMATIC,Coupe,31,22,26600,0
Chevrolet,Camaro,2017,275.0,4.0,MANUAL,Coupe,30,20,25905,0
Chevrolet,Camaro,2017,650.0,8.0,MANUAL,Coupe,20,14,61140,1
Chevrolet,Camaro,2017,275.0,4.0,MANUAL,Convertible,30,20,31905,0
Chevrolet,Camaro,2017,650.0,8.0,MANUAL,Convertible,20,14,67140,1
Toyota,Camry Hybrid,2015,200.0,4.0,AUTOMATIC,Sedan,38,40,29980,0
Toyota,Camry Hybrid,2015,200.0,4.0,AUTOMATIC,Sedan,38,40,27995,0
Toyota,Camry Hybrid,2015,200.0,4.0,AUTOMATIC,Sedan,39,43,26790,0
Toyota,Camry Hybrid,2016,200.0,4.0,AUTOMATIC,Sedan,38,40,30140,0
Toyota,Camry Hybrid,2016,200.0,4.0,AUTOMATIC,Sedan,38,40,27995,0
Toyota,Camry Hybrid,2016,200.0,4.0,AUTOMATIC,Sedan,39,43,26790,0
Toyota,Camry Hybrid,2017,200.0,4.0,AUTOMATIC,Sedan,38,42,26790,0
Toyota,Camry Hybrid,2017,200.0,4.0,AUTOMATIC,Sedan,37,40,27995,0
Toyota,Camry Hybrid,2017,200.0,4.0,AUTOMATIC,Sedan,37,40,30140,0
Toyota,Camry Solara,2006,157.0,4.0,AUTOMATIC,Coupe,30,20,21855,0
Toyota,Camry Solara,2006,225.0,6.0,AUTOMATIC,Convertible,26,18,26940,0
Toyota,Camry Solara,2006,225.0,6.0,AUTOMATIC,Coupe,27,18,23355,0
Toyota,Camry Solara,2006,225.0,6.0,AUTOMATIC,Convertible,26,18,30210,0
Toyota,Camry Solara,2006,157.0,4.0,MANUAL,Coupe,30,21,21025,0
Toyota,Camry Solara,2006,225.0,6.0,AUTOMATIC,Coupe,27,18,21860,0
Toyota,Camry Solara,2006,157.0,4.0,AUTOMATIC,Coupe,30,20,20360,0
Toyota,Camry Solara,2006,157.0,4.0,MANUAL,Coupe,30,21,19530,0
Toyota,Camry Solara,2006,225.0,6.0,AUTOMATIC,Coupe,27,18,26405,0
Toyota,Camry Solara,2006,157.0,4.0,AUTOMATIC,Coupe,30,20,23405,0
Toyota,Camry Solara,2007,155.0,4.0,MANUAL,Coupe,31,21,19930,0
Toyota,Camry Solara,2007,210.0,6.0,AUTOMATIC,Convertible,26,18,29460,0
Toyota,Camry Solara,2007,210.0,6.0,AUTOMATIC,Convertible,26,18,27190,0
Toyota,Camry Solara,2007,155.0,4.0,AUTOMATIC,Coupe,31,22,20760,0
Toyota,Camry Solara,2007,155.0,4.0,AUTOMATIC,Coupe,31,22,23030,0
Toyota,Camry Solara,2007,210.0,6.0,AUTOMATIC,Coupe,27,18,24530,0
Toyota,Camry Solara,2007,155.0,4.0,AUTOMATIC,Coupe,31,22,23905,0
Toyota,Camry Solara,2007,210.0,6.0,AUTOMATIC,Coupe,27,18,26905,0
Toyota,Camry Solara,2007,210.0,6.0,AUTOMATIC,Convertible,26,18,30460,0
Toyota,Camry Solara,2007,210.0,6.0,AUTOMATIC,Coupe,27,18,22260,0
Toyota,Camry Solara,2007,155.0,4.0,MANUAL,Coupe,31,21,22200,0
Toyota,Camry Solara,2008,210.0,6.0,AUTOMATIC,Convertible,26,18,27440,0
Toyota,Camry Solara,2008,155.0,4.0,AUTOMATIC,Coupe,31,22,24155,0
Toyota,Camry Solara,2008,155.0,4.0,MANUAL,Coupe,31,21,22450,0
Toyota,Camry Solara,2008,210.0,6.0,AUTOMATIC,Coupe,27,18,27155,0
Toyota,Camry Solara,2008,210.0,6.0,AUTOMATIC,Coupe,27,18,22510,0
Toyota,Camry Solara,2008,210.0,6.0,AUTOMATIC,Convertible,26,18,30710,0
Toyota,Camry Solara,2008,155.0,4.0,AUTOMATIC,Coupe,31,22,21010,0
Toyota,Camry Solara,2008,210.0,6.0,AUTOMATIC,Coupe,27,18,24780,0
Toyota,Camry Solara,2008,155.0,4.0,AUTOMATIC,Coupe,31,22,23280,0
Toyota,Camry Solara,2008,210.0,6.0,AUTOMATIC,Convertible,26,18,29710,0
Toyota,Camry Solara,2008,155.0,4.0,MANUAL,Coupe,31,21,20180,0
Toyota,Camry,2015,178.0,4.0,AUTOMATIC,Sedan,35,25,26150,0
Toyota,Camry,2015,178.0,4.0,AUTOMATIC,Sedan,35,25,26150,0
Toyota,Camry,2015,268.0,6.0,AUTOMATIC,Sedan,31,21,31370,0
Toyota,Camry,2015,268.0,6.0,AUTOMATIC,Sedan,31,21,31370,0
Toyota,Camry,2015,178.0,4.0,AUTOMATIC,Sedan,35,25,22970,0
Toyota,Camry,2015,178.0,4.0,AUTOMATIC,Sedan,35,25,23840,0
Toyota,Camry,2016,178.0,4.0,AUTOMATIC,Sedan,35,25,26310,0
Toyota,Camry,2016,178.0,4.0,AUTOMATIC,Sedan,35,25,23840,0
Toyota,Camry,2016,178.0,4.0,AUTOMATIC,Sedan,35,25,26310,0
Toyota,Camry,2016,178.0,4.0,AUTOMATIC,Sedan,35,25,25715,0
Toyota,Camry,2016,178.0,4.0,AUTOMATIC,Sedan,35,25,23070,0
Toyota,Camry,2016,268.0,6.0,AUTOMATIC,Sedan,31,21,31370,0
Toyota,Camry,2016,268.0,6.0,AUTOMATIC,Sedan,31,21,31370,0
Toyota,Camry,2017,178.0,4.0,AUTOMATIC,Sedan,33,24,23070,0
Toyota,Camry,2017,178.0,4.0,AUTOMATIC,Sedan,33,24,23840,0
Toyota,Camry,2017,178.0,4.0,AUTOMATIC,Sedan,33,24,26310,0
Toyota,Camry,2017,268.0,6.0,AUTOMATIC,Sedan,30,21,31370,0
Toyota,Camry,2017,268.0,6.0,AUTOMATIC,Sedan,30,21,31370,0
Toyota,Camry,2017,178.0,4.0,AUTOMATIC,Sedan,33,24,26310,0
GMC,Canyon,2012,185.0,4.0,AUTOMATIC,Crew Cab Pickup,25,18,24685,0
GMC,Canyon,2012,185.0,4.0,AUTOMATIC,Regular Cab Pickup,23,17,22385,0
GMC,Canyon,2012,185.0,4.0,AUTOMATIC,Extended Cab Pickup,25,18,23040,0
GMC,Canyon,2012,242.0,5.0,AUTOMATIC,Crew Cab Pickup,21,16,31790,0
GMC,Canyon,2012,242.0,5.0,AUTOMATIC,Crew Cab Pickup,21,16,28610,0
GMC,Canyon,2012,185.0,4.0,AUTOMATIC,Extended Cab Pickup,25,18,20840,0
GMC,Canyon,2012,185.0,4.0,MANUAL,Regular Cab Pickup,25,18,17490,0
GMC,Canyon,2012,242.0,5.0,AUTOMATIC,Extended Cab Pickup,23,17,29145,0
GMC,Canyon,2012,242.0,5.0,AUTOMATIC,Crew Cab Pickup,21,16,29125,0
GMC,Canyon,2012,185.0,4.0,AUTOMATIC,Regular Cab Pickup,25,18,20455,0
GMC,Canyon,2012,185.0,4.0,AUTOMATIC,Extended Cab Pickup,23,17,24435,0
GMC,Canyon,2012,242.0,5.0,AUTOMATIC,Regular Cab Pickup,23,17,25305,0
GMC,Canyon,2012,185.0,4.0,AUTOMATIC,Extended Cab Pickup,23,17,26485,0
GMC,Canyon,2012,242.0,5.0,AUTOMATIC,Crew Cab Pickup,23,17,26470,0
GMC,Canyon,2015,200.0,4.0,AUTOMATIC,Extended Cab Pickup,27,20,29730,0
GMC,Canyon,2015,200.0,4.0,AUTOMATIC,Extended Cab Pickup,25,19,27935,0
GMC,Canyon,2015,305.0,6.0,AUTOMATIC,Crew Cab Pickup,24,17,37250,0
GMC,Canyon,2015,200.0,4.0,MANUAL,Extended Cab Pickup,26,19,22650,0
GMC,Canyon,2015,200.0,4.0,AUTOMATIC,Extended Cab Pickup,27,20,26595,0
GMC,Canyon,2015,200.0,4.0,MANUAL,Extended Cab Pickup,26,19,20995,0
GMC,Canyon,2015,305.0,6.0,AUTOMATIC,Crew Cab Pickup,26,18,26725,0
GMC,Canyon,2015,200.0,4.0,AUTOMATIC,Crew Cab Pickup,27,20,25205,0
GMC,Canyon,2015,200.0,4.0,AUTOMATIC,Crew Cab Pickup,27,20,31650,0
GMC,Canyon,2015,200.0,4.0,AUTOMATIC,Extended Cab Pickup,25,19,33855,0
GMC,Canyon,2015,305.0,6.0,AUTOMATIC,Crew Cab Pickup,24,17,36950,0
GMC,Canyon,2015,200.0,4.0,AUTOMATIC,Crew Cab Pickup,27,20,28535,0
GMC,Canyon,2015,305.0,6.0,AUTOMATIC,Crew Cab Pickup,24,17,34310,0
GMC,Canyon,2015,305.0,6.0,AUTOMATIC,Crew Cab Pickup,26,18,33420,0
GMC,Canyon,2015,200.0,4.0,AUTOMATIC,Extended Cab Pickup,25,19,31145,0
GMC,Canyon,2015,305.0,6.0,AUTOMATIC,Crew Cab Pickup,26,18,30055,0
GMC,Canyon,2015,305.0,6.0,AUTOMATIC,Crew Cab Pickup,24,17,34010,0
GMC,Canyon,2016,305.0,6.0,AUTOMATIC,Crew Cab Pickup,26,18,34280,0
GMC,Canyon,2016,305.0,6.0,AUTOMATIC,Crew Cab Pickup,24,17,35020,0
GMC,Canyon,2016,305.0,6.0,AUTOMATIC,Crew Cab Pickup,24,17,38110,0
GMC,Canyon,2016,305.0,6.0,AUTOMATIC,Crew Cab Pickup,24,17,37810,0
GMC,Canyon,2016,305.0,6.0,AUTOMATIC,Extended Cab Pickup,24,17,35665,0
GMC,Canyon,2016,305.0,6.0,AUTOMATIC,Extended Cab Pickup,26,18,31540,0
GMC,Canyon,2016,200.0,4.0,MANUAL,Extended Cab Pickup,26,19,20955,0
GMC,Canyon,2016,200.0,4.0,AUTOMATIC,Extended Cab Pickup,25,19,28595,0
GMC,Canyon,2016,305.0,6.0,AUTOMATIC,Crew Cab Pickup,26,18,27385,0
GMC,Canyon,2016,200.0,4.0,AUTOMATIC,Crew Cab Pickup,27,20,29245,0
GMC,Canyon,2016,200.0,4.0,AUTOMATIC,Crew Cab Pickup,27,20,25865,0
GMC,Canyon,2016,200.0,4.0,MANUAL,Extended Cab Pickup,26,19,23310,0
GMC,Canyon,2016,305.0,6.0,AUTOMATIC,Crew Cab Pickup,26,18,30765,0
GMC,Canyon,2016,200.0,4.0,AUTOMATIC,Extended Cab Pickup,25,19,31855,0
GMC,Canyon,2016,305.0,6.0,AUTOMATIC,Crew Cab Pickup,26,18,33460,0
GMC,Canyon,2016,305.0,6.0,AUTOMATIC,Crew Cab Pickup,24,17,34720,0
GMC,Canyon,2016,200.0,4.0,AUTOMATIC,Extended Cab Pickup,27,20,27305,0
Chevrolet,Caprice,1994,260.0,8.0,AUTOMATIC,Wagon,23,15,2000,0
Chevrolet,Caprice,1994,200.0,8.0,AUTOMATIC,Sedan,24,16,2000,0
Chevrolet,Caprice,1994,200.0,8.0,AUTOMATIC,Sedan,24,16,2000,0
Chevrolet,Caprice,1995,200.0,8.0,AUTOMATIC,Sedan,24,16,2000,0
Chevrolet,Caprice,1995,260.0,8.0,AUTOMATIC,Wagon,23,15,2000,0
Chevrolet,Caprice,1996,260.0,8.0,AUTOMATIC,Wagon,24,15,2000,0
Chevrolet,Caprice,1996,200.0,8.0,AUTOMATIC,Sedan,24,16,2000,0
Chevrolet,Captiva Sport,2013,180.0,4.0,AUTOMATIC,4dr SUV,28,20,24155,0
Chevrolet,Captiva Sport,2013,180.0,4.0,AUTOMATIC,4dr SUV,28,20,29615,0
Chevrolet,Captiva Sport,2013,180.0,4.0,AUTOMATIC,4dr SUV,28,20,25770,0
Chevrolet,Captiva Sport,2013,180.0,4.0,AUTOMATIC,4dr SUV,28,20,24940,0
Chevrolet,Captiva Sport,2014,180.0,4.0,AUTOMATIC,4dr SUV,28,20,25145,0
Chevrolet,Captiva Sport,2014,180.0,4.0,AUTOMATIC,4dr SUV,28,20,24360,0
Chevrolet,Captiva Sport,2014,180.0,4.0,AUTOMATIC,4dr SUV,28,20,25975,0
Chevrolet,Captiva Sport,2014,180.0,4.0,AUTOMATIC,4dr SUV,28,20,29495,0
Chevrolet,Captiva Sport,2015,180.0,4.0,AUTOMATIC,4dr SUV,28,20,25985,0
Chevrolet,Captiva Sport,2015,180.0,4.0,AUTOMATIC,4dr SUV,28,20,29505,0
Chevrolet,Captiva Sport,2015,180.0,4.0,AUTOMATIC,4dr SUV,28,20,25155,0
Chevrolet,Captiva Sport,2015,180.0,4.0,AUTOMATIC,4dr SUV,28,20,24370,0
Dodge,Caravan,2005,150.0,4.0,AUTOMATIC,Passenger Minivan,24,17,18380,0
Dodge,Caravan,2005,180.0,6.0,AUTOMATIC,Cargo Minivan,24,17,19835,0
Dodge,Caravan,2005,180.0,6.0,AUTOMATIC,Passenger Minivan,24,17,22225,0
Dodge,Caravan,2006,180.0,6.0,AUTOMATIC,Cargo Minivan,24,17,20130,0
Dodge,Caravan,2006,150.0,4.0,AUTOMATIC,Passenger Minivan,24,17,18630,0
Dodge,Caravan,2006,180.0,6.0,AUTOMATIC,Passenger Minivan,24,17,22520,0
Dodge,Caravan,2007,170.0,6.0,AUTOMATIC,Passenger Minivan,24,17,22995,0
Dodge,Caravan,2007,170.0,6.0,AUTOMATIC,Cargo Minivan,24,17,20555,0
Dodge,Caravan,2007,150.0,4.0,AUTOMATIC,Passenger Minivan,24,17,19055,0
Porsche,Carrera GT,2004,605.0,10.0,MANUAL,Convertible,15,9,440000,1
Porsche,Carrera GT,2005,605.0,10.0,MANUAL,Convertible,15,9,440000,1
Buick,Cascada,2016,200.0,4.0,AUTOMATIC,Convertible,27,20,33065,0
Buick,Cascada,2016,200.0,4.0,AUTOMATIC,Convertible,27,20,36065,0
Buick,Cascada,2017,200.0,4.0,AUTOMATIC,Convertible,27,20,36065,0
Buick,Cascada,2017,200.0,4.0,AUTOMATIC,Convertible,27,20,33065,0
Buick,Cascada,2017,200.0,4.0,AUTOMATIC,Convertible,27,20,37065,0
Cadillac,Catera,1999,200.0,6.0,AUTOMATIC,Sedan,23,16,2066,0
Cadillac,Catera,2000,200.0,6.0,AUTOMATIC,Sedan,23,16,2103,0
Cadillac,Catera,2000,200.0,6.0,AUTOMATIC,Sedan,23,16,2241,0
Cadillac,Catera,2001,200.0,6.0,AUTOMATIC,Sedan,22,16,31305,0
Chevrolet,Cavalier,2003,140.0,4.0,MANUAL,Sedan,30,22,14230,0
Chevrolet,Cavalier,2003,140.0,4.0,MANUAL,Coupe,30,22,14030,0
Chevrolet,Cavalier,2003,140.0,4.0,MANUAL,Sedan,30,22,15730,0
Chevrolet,Cavalier,2003,140.0,4.0,MANUAL,Sedan,30,22,17030,0
Chevrolet,Cavalier,2003,140.0,4.0,MANUAL,Coupe,30,22,16830,0
Chevrolet,Cavalier,2003,140.0,4.0,MANUAL,Coupe,30,22,15530,0
Chevrolet,Cavalier,2004,140.0,4.0,MANUAL,Coupe,33,23,17410,0
Chevrolet,Cavalier,2004,140.0,4.0,MANUAL,Sedan,33,23,16105,0
Chevrolet,Cavalier,2004,140.0,4.0,MANUAL,Sedan,33,23,14435,0
Chevrolet,Cavalier,2004,140.0,4.0,MANUAL,Coupe,33,23,15905,0
Chevrolet,Cavalier,2004,140.0,4.0,MANUAL,Coupe,33,23,14235,0
Chevrolet,Cavalier,2004,140.0,4.0,MANUAL,Sedan,33,23,17610,0
Chevrolet,Cavalier,2004,140.0,4.0,MANUAL,Coupe,33,23,10135,0
Chevrolet,Cavalier,2005,140.0,4.0,MANUAL,Sedan,33,23,16290,0
Chevrolet,Cavalier,2005,140.0,4.0,MANUAL,Sedan,33,23,14610,0
Chevrolet,Cavalier,2005,140.0,4.0,MANUAL,Coupe,33,23,16090,0
Chevrolet,Cavalier,2005,140.0,4.0,MANUAL,Coupe,33,23,17510,0
Chevrolet,Cavalier,2005,140.0,4.0,MANUAL,Sedan,33,23,17710,0
Chevrolet,Cavalier,2005,140.0,4.0,MANUAL,Coupe,33,23,14410,0
Chevrolet,Cavalier,2005,140.0,4.0,MANUAL,Coupe,33,23,10325,0
Porsche,Cayenne,2015,420.0,6.0,AUTOMATIC,4dr SUV,24,17,74100,1
Porsche,Cayenne,2015,520.0,8.0,AUTOMATIC,4dr SUV,21,14,113600,1
Porsche,Cayenne,2015,240.0,6.0,AUTOMATIC,4dr SUV,29,20,61700,1
Porsche,Cayenne,2016,440.0,6.0,AUTOMATIC,4dr SUV,23,16,95500,1
Porsche,Cayenne,2016,420.0,6.0,AUTOMATIC,4dr SUV,24,17,74800,1
Porsche,Cayenne,2016,520.0,8.0,AUTOMATIC,4dr SUV,21,14,114700,1
Porsche,Cayenne,2016,300.0,6.0,AUTOMATIC,4dr SUV,24,19,58300,1
Porsche,Cayenne,2016,570.0,8.0,AUTOMATIC,4dr SUV,21,14,157300,1
Porsche,Cayenne,2016,240.0,6.0,AUTOMATIC,4dr SUV,29,20,62300,1
Porsche,Cayenne,2017,520.0,8.0,AUTOMATIC,4dr SUV,21,14,116500,1
Porsche,Cayenne,2017,300.0,6.0,AUTOMATIC,4dr SUV,24,18,59600,1
Porsche,Cayenne,2017,440.0,6.0,AUTOMATIC,4dr SUV,23,16,97200,1
Porsche,Cayenne,2017,570.0,8.0,AUTOMATIC,4dr SUV,21,14,159600,1
Porsche,Cayenne,2017,420.0,6.0,AUTOMATIC,4dr SUV,24,17,76200,1
Porsche,Cayman S,2006,295.0,6.0,MANUAL,Coupe,26,18,58900,1
Porsche,Cayman,2014,275.0,6.0,MANUAL,Coupe,30,20,52600,1
Porsche,Cayman,2014,325.0,6.0,MANUAL,Coupe,28,20,63800,1
Porsche,Cayman,2015,325.0,6.0,MANUAL,Coupe,28,20,63800,1
Porsche,Cayman,2015,340.0,6.0,MANUAL,Coupe,26,19,75200,1
Porsche,Cayman,2015,275.0,6.0,MANUAL,Coupe,30,20,52600,1
Porsche,Cayman,2016,325.0,6.0,MANUAL,Coupe,28,20,64100,1
Porsche,Cayman,2016,340.0,6.0,MANUAL,Coupe,26,19,75200,1
Porsche,Cayman,2016,275.0,6.0,MANUAL,Coupe,30,20,52600,1
Volkswagen,CC,2015,200.0,4.0,MANUAL,Sedan,32,21,34275,0
Volkswagen,CC,2015,200.0,4.0,AUTOMATED_MANUAL,Sedan,31,22,34095,0
Volkswagen,CC,2015,200.0,4.0,MANUAL,Sedan,32,21,32995,0
Volkswagen,CC,2015,280.0,6.0,AUTOMATED_MANUAL,Sedan,25,17,43575,1
Volkswagen,CC,2015,200.0,4.0,MANUAL,Sedan,32,21,32995,0
Volkswagen,CC,2015,200.0,4.0,AUTOMATED_MANUAL,Sedan,31,22,38085,0
Volkswagen,CC,2015,200.0,4.0,AUTOMATED_MANUAL,Sedan,31,22,35375,0
Volkswagen,CC,2015,200.0,4.0,AUTOMATED_MANUAL,Sedan,31,22,35375,0
Volkswagen,CC,2015,200.0,4.0,AUTOMATED_MANUAL,Sedan,31,22,38085,0
Volkswagen,CC,2015,200.0,4.0,AUTOMATED_MANUAL,Sedan,31,22,34095,0
Volkswagen,CC,2015,200.0,4.0,MANUAL,Sedan,32,21,34275,0
Volkswagen,CC,2016,200.0,4.0,AUTOMATED_MANUAL,Sedan,31,22,32670,0
Volkswagen,CC,2016,200.0,4.0,MANUAL,Sedan,32,21,34655,0
Volkswagen,CC,2016,200.0,4.0,AUTOMATED_MANUAL,Sedan,31,22,35755,0
Volkswagen,CC,2016,200.0,4.0,AUTOMATED_MANUAL,Sedan,31,22,37820,0
Volkswagen,CC,2016,280.0,6.0,AUTOMATED_MANUAL,Sedan,25,17,44355,1
Volkswagen,CC,2016,200.0,4.0,AUTOMATED_MANUAL,Sedan,31,22,37820,0
Volkswagen,CC,2016,200.0,4.0,AUTOMATED_MANUAL,Sedan,31,22,37820,0
Volkswagen,CC,2016,200.0,4.0,AUTOMATED_MANUAL,Sedan,31,22,34475,0
